OpenTime,Open,High,Low,Close,Volume,TradesCount
2026-06-18 06:00:00,63994.0,64134.33,63850.0,64083.41,767.55142,97665
2026-06-18 07:00:00,64084.0,64510.5,64015.42,64510.44,524.85633,97302
2026-06-18 08:00:00,64510.45,64646.75,64378.25,64399.92,714.20438,106080
2026-06-18 09:00:00,64399.93,64478.0,64196.14,64199.53,300.31875,84227
2026-06-18 10:00:00,64199.53,64223.79,63910.0,64078.61,445.57306,105015
2026-06-18 11:00:00,64078.61,64196.0,63878.14,63974.4,378.00473,94902
2026-06-18 12:00:00,63974.4,64402.01,63922.0,64378.07,417.60478,121658
2026-06-18 13:00:00,64378.06,64445.19,63800.0,63984.0,984.80789,226901
2026-06-18 14:00:00,63983.99,64203.66,63587.3,63816.61,998.41474,297660
2026-06-18 15:00:00,63816.61,63825.99,62293.76,62369.44,2793.66043,475039
2026-06-18 16:00:00,62369.43,62814.0,62349.42,62688.0,1271.71361,263533
2026-06-18 17:00:00,62688.0,62750.0,62272.07,62606.0,1003.68212,198226
2026-06-18 18:00:00,62606.0,62959.75,62580.01,62708.92,727.06223,179488
2026-06-18 19:00:00,62708.93,63008.33,62636.0,62950.79,577.63764,139167
2026-06-18 20:00:00,62950.79,63274.19,62950.79,63086.0,684.93429,136414
2026-06-18 21:00:00,63086.0,63121.81,62870.39,62971.32,466.34172,90438
2026-06-18 22:00:00,62971.32,62990.0,62742.0,62885.85,290.36064,66089
2026-06-18 23:00:00,62885.84,62985.12,62756.6,62958.01,507.48754,83139
2026-06-19 00:00:00,62958.01,63086.0,62840.0,63020.0,786.22825,88062
2026-06-19 01:00:00,63020.0,63100.0,62852.01,63021.86,542.43308,94953
2026-06-19 02:00:00,63021.86,63110.29,62893.71,63006.0,304.818,70828
2026-06-19 03:00:00,63006.01,63029.64,62386.9,62773.51,835.4402,142753
2026-06-19 04:00:00,62773.52,62916.66,62409.55,62452.01,390.96231,118665
2026-06-19 05:00:00,62452.01,62744.92,62452.0,62739.2,361.83315,92897
2026-06-19 06:00:00,62739.2,62914.73,62728.0,62894.08,252.94439,75455
2026-06-19 07:00:00,62894.09,62917.32,62504.27,62629.99,636.21109,116470
2026-06-19 08:00:00,62630.0,62782.0,62533.33,62603.99,431.84041,83540
2026-06-19 09:00:00,62604.0,62654.0,62316.44,62390.0,921.6732,130175
2026-06-19 10:00:00,62390.01,62587.27,62383.76,62533.25,761.99981,119390
2026-06-19 11:00:00,62533.24,62684.0,62452.52,62626.0,1001.15104,90447
2026-06-19 12:00:00,62626.0,62872.99,62353.0,62830.01,630.52118,131646
2026-06-19 13:00:00,62830.01,63415.0,62666.0,63210.0,1078.35943,192948
2026-06-19 14:00:00,63210.0,63419.27,63010.0,63203.53,665.42698,197338
2026-06-19 15:00:00,63203.54,63283.86,63019.26,63214.01,527.206,156194
2026-06-19 16:00:00,63214.01,63387.8,62918.98,62971.99,1021.4111,164858
2026-06-19 17:00:00,62972.0,63263.49,62866.99,63198.01,840.75861,155816
2026-06-19 18:00:00,63198.0,63201.95,62991.37,63110.01,341.96414,90956
2026-06-19 19:00:00,63110.01,63140.0,62942.0,63021.6,283.46164,73876
2026-06-19 20:00:00,63021.6,63274.0,62958.59,63250.01,217.92541,69458
2026-06-19 21:00:00,63250.01,63275.64,63060.0,63075.98,181.69443,63376
